Image_ID,Duration,Frame_Type,Condition_Tested,Ground_Truth,VLM_Prediction,VLM_Extracted
20260420_054228_frame_0031,5min,gameplay,player_status_described,1,1,full health and hunger; holding a wooden sword
20260420_054228_frame_0032,5min,gameplay,location_detectable,1,1,savanna biome
20260420_054228_frame_0032,5min,gameplay,action_described,1,1,standing in tall grass looking at a distant lava fall
20260420_054228_frame_0032,5min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054228_frame_0032,5min,gameplay,player_status_described,1,1,"full health and hunger, holding a wooden sword"
20260420_054228_frame_0033,5min,gameplay,location_detectable,1,1,grassy field near a lava fall
20260420_054228_frame_0033,5min,gameplay,action_described,1,1,targeting a block of tall grass while holding a wooden sword
20260420_054228_frame_0033,5min,gameplay,entities_identified,1,1,5 entity/entities detected
20260420_054228_frame_0033,5min,gameplay,player_status_described,1,1,full health and hunger
20260420_054228_frame_0034,5min,gameplay,location_detectable,1,1,savanna near a river
20260420_054228_frame_0034,5min,gameplay,action_described,1,1,"standing still, holding a wooden sword"
20260420_054228_frame_0034,5min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054228_frame_0034,5min,gameplay,player_status_described,1,1,"full health and hunger, no armor"
20260420_054228_frame_0035,5min,gameplay,location_detectable,1,1,savanna biome
20260420_054228_frame_0035,5min,gameplay,action_described,1,1,exploring a dark field with a wooden sword equipped
20260420_054228_frame_0035,5min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054228_frame_0035,5min,gameplay,player_status_described,1,1,full health and hunger
20260420_054228_frame_0036,5min,gameplay,location_detectable,1,1,dark savanna biome
20260420_054228_frame_0036,5min,gameplay,action_described,1,1,scouting the dark landscape with a wooden sword drawn
20260420_054228_frame_0036,5min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054228_frame_0036,5min,gameplay,player_status_described,1,1,"full health, nearly full hunger, holding a wooden sword"
20260420_054228_frame_0037,5min,gameplay,location_detectable,1,1,savanna biome near a river
20260420_054228_frame_0037,5min,gameplay,action_described,1,1,"standing in a field at night, looking towards a distant zombie"
20260420_054228_frame_0037,5min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054228_frame_0037,5min,gameplay,player_status_described,1,1,full health and hunger
20260420_054228_frame_0038,5min,gameplay,location_detectable,1,1,riverbank at night
20260420_054228_frame_0038,5min,gameplay,action_described,1,1,observing a zombie across the water
20260420_054228_frame_0038,5min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054228_frame_0038,5min,gameplay,player_status_described,1,1,full health and hunger
20260420_054228_frame_0039,5min,menu,location_detectable,0,1,riverbank
20260420_054228_frame_0039,5min,menu,action_described,1,1,unlocked sugar recipe while looking at sugar cane
20260420_054228_frame_0039,5min,menu,entities_identified,0,1,3 entity/entities detected
20260420_054228_frame_0039,5min,menu,player_status_described,1,1,"full health, full hunger, holding wooden sword"
20260420_054228_frame_0040,5min,gameplay,location_detectable,1,1,riverbank at night
20260420_054228_frame_0040,5min,gameplay,action_described,1,1,standing near a flower by the water
20260420_054228_frame_0040,5min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054228_frame_0040,5min,gameplay,player_status_described,1,1,"full health, nearly full hunger, holding a wooden sword"
20260420_054228_frame_0041,5min,gameplay,location_detectable,1,1,savanna biome
20260420_054228_frame_0041,5min,gameplay,action_described,1,1,looking at tall grass
20260420_054228_frame_0041,5min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054228_frame_0041,5min,gameplay,player_status_described,1,1,"full health and hunger, holding a wooden sword"
20260420_054228_frame_0042,5min,gameplay,location_detectable,1,1,savanna biome near water
20260420_054228_frame_0042,5min,gameplay,action_described,1,1,patrolling the savanna at night
20260420_054228_frame_0042,5min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054228_frame_0042,5min,gameplay,player_status_described,1,1,"full health, full hunger, holding a wooden sword"
20260420_054228_frame_0043,5min,gameplay,location_detectable,1,1,savanna biome near a lake
20260420_054228_frame_0043,5min,gameplay,action_described,1,1,standing in tall grass looking at zombies
20260420_054228_frame_0043,5min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054228_frame_0043,5min,gameplay,player_status_described,1,1,"full health, 9.5 hunger, holding a wooden sword"
20260420_054228_frame_0044,5min,gameplay,location_detectable,1,1,grassy field at night
20260420_054228_frame_0044,5min,gameplay,action_described,1,1,facing a creeper and a zombie
20260420_054228_frame_0044,5min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054228_frame_0044,5min,gameplay,player_status_described,1,1,"10 hearts health, 9.5 hunger, holding a wooden sword"
20260420_054228_frame_0045,5min,gameplay,location_detectable,1,1,riverbank in a savanna biome
20260420_054228_frame_0045,5min,gameplay,action_described,1,1,looking out over the water at night
20260420_054228_frame_0045,5min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054228_frame_0045,5min,gameplay,player_status_described,1,1,"4.5 hearts health, 8.5 hunger, holding a wooden sword"
20260420_054228_frame_0046,5min,gameplay,location_detectable,1,1,inside a wooden structure
20260420_054228_frame_0046,5min,gameplay,action_described,1,1,looking at a closed wooden door
20260420_054228_frame_0046,5min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054228_frame_0046,5min,gameplay,player_status_described,1,1,"4.5 hearts health, 8.5 hunger"
20260420_054228_frame_0047,5min,gameplay,location_detectable,1,1,inside a dark wooden building
20260420_054228_frame_0047,5min,gameplay,action_described,1,1,standing inside a dark room near a door
20260420_054228_frame_0047,5min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054228_frame_0047,5min,gameplay,player_status_described,1,1,"5.5 hearts health, 8.5 hunger, holding a damaged wooden sword"
20260420_054228_frame_0048,5min,gameplay,location_detectable,1,1,inside a wooden hut
20260420_054228_frame_0048,5min,gameplay,action_described,1,1,standing inside a wooden structure looking at a door
20260420_054228_frame_0048,5min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054228_frame_0048,5min,gameplay,player_status_described,1,1,"5.5 hearts health, 8.5 hunger, holding a wooden sword"
20260420_054228_frame_0049,5min,gameplay,location_detectable,1,1,inside a dark shelter looking out at a river
20260420_054228_frame_0049,5min,gameplay,action_described,1,1,standing in a doorway looking out at the water
20260420_054228_frame_0049,5min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054228_frame_0049,5min,gameplay,player_status_described,1,1,"5 hearts health, 8.5 hunger, holding a wooden sword"
20260420_054228_frame_0050,5min,gameplay,location_detectable,1,1,inside a wooden shelter looking out at a river
20260420_054228_frame_0050,5min,gameplay,action_described,1,1,standing in an open doorway looking at the water
20260420_054228_frame_0050,5min,gameplay,entities_identified,1,1,5 entity/entities detected
20260420_054228_frame_0050,5min,gameplay,player_status_described,1,1,"5 hearts health, full hunger, holding a damaged wooden sword"
20260420_054228_frame_0051,5min,gameplay,location_detectable,1,1,inside a wooden building
20260420_054228_frame_0051,5min,gameplay,action_described,1,1,looking at a wooden wall inside a shelter while a drowned lurks outside
20260420_054228_frame_0051,5min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054228_frame_0051,5min,gameplay,player_status_described,1,1,"5 hearts health, 8.5 hunger, holding a damaged wooden sword"
20260420_054228_frame_0052,5min,gameplay,location_detectable,1,1,inside a dark wooden structure
20260420_054228_frame_0052,5min,gameplay,action_described,1,1,peering through a gap at a drowned outside
20260420_054228_frame_0052,5min,gameplay,entities_identified,1,1,1 entity/entities detected
20260420_054228_frame_0052,5min,gameplay,player_status_described,1,1,"5.5 hearts health, 8.5 hunger, holding a damaged wooden sword"
20260420_054228_frame_0053,5min,gameplay,location_detectable,1,1,inside a dark wooden hut
20260420_054228_frame_0053,5min,gameplay,action_described,1,1,standing inside a shelter looking out at a drowned through an open door
20260420_054228_frame_0053,5min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054228_frame_0053,5min,gameplay,player_status_described,1,1,"5 hearts health, 8.5 hunger, no armor, holding a damaged wooden sword"
20260420_054228_frame_0054,5min,gameplay,location_detectable,1,1,inside a wooden house looking out at a lake
20260420_054228_frame_0054,5min,gameplay,action_described,1,1,standing at an open door looking out at the water
20260420_054228_frame_0054,5min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054228_frame_0054,5min,gameplay,player_status_described,1,1,"5 hearts health, 8.5 hunger, holding a damaged wooden sword"
20260420_054228_frame_0055,5min,gameplay,location_detectable,1,1,inside a wooden structure
20260420_054228_frame_0055,5min,gameplay,action_described,1,1,standing inside a wooden building looking at a door
20260420_054228_frame_0055,5min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054228_frame_0055,5min,gameplay,player_status_described,1,1,"5.5 hearts health, 8.5 hunger"
20260420_054228_frame_0056,5min,gameplay,location_detectable,1,1,inside a wooden hut
20260420_054228_frame_0056,5min,gameplay,action_described,1,1,standing inside looking out the door
20260420_054228_frame_0056,5min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054228_frame_0056,5min,gameplay,player_status_described,1,1,"5 hearts health, 8.5 hunger, holding a damaged wooden sword"
20260420_054228_frame_0057,5min,gameplay,location_detectable,1,1,inside a wooden house
20260420_054228_frame_0057,5min,gameplay,action_described,1,1,looking out through a wooden door
20260420_054228_frame_0057,5min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054228_frame_0057,5min,gameplay,player_status_described,1,1,"5 hearts health, 8.5 hunger, holding a wooden sword"
20260420_054228_frame_0058,5min,gameplay,location_detectable,1,1,riverbank near a savanna
20260420_054228_frame_0058,5min,gameplay,action_described,1,1,engaging in close-quarters combat with a zombie
20260420_054228_frame_0058,5min,gameplay,entities_identified,1,1,1 entity/entities detected
20260420_054228_frame_0058,5min,gameplay,player_status_described,1,1,"3.5 hearts health, 9.5 hunger, holding a damaged wooden sword"
20260420_054228_frame_0059,5min,gameplay,location_detectable,1,1,inside a wooden hut
20260420_054228_frame_0059,5min,gameplay,action_described,1,1,standing inside a wooden building looking out a door
20260420_054228_frame_0059,5min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054228_frame_0059,5min,gameplay,player_status_described,1,1,"1 heart health, 9.5 hunger, holding a damaged wooden sword"
20260420_054237_frame_0000,10min,menu,location_detectable,0,1,savanna at night
20260420_054237_frame_0000,10min,menu,action_described,1,1,browsing the recipe book in the inventory
20260420_054237_frame_0000,10min,menu,entities_identified,0,1,1 entity/entities detected
20260420_054237_frame_0000,10min,menu,player_status_described,1,1,"full health, full hunger, no armor"
20260420_054237_frame_0001,10min,menu,location_detectable,0,1,forest at night
20260420_054237_frame_0001,10min,menu,action_described,1,1,crafting acacia planks from logs in the inventory
20260420_054237_frame_0001,10min,menu,entities_identified,0,1,1 entity/entities detected
20260420_054237_frame_0001,10min,menu,player_status_described,1,1,"full health and hunger, no armor"
20260420_054237_frame_0002,10min,gameplay,location_detectable,1,1,dark grassy field
20260420_054237_frame_0002,10min,gameplay,action_described,1,1,looking at a block on the ground
20260420_054237_frame_0002,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0002,10min,gameplay,player_status_described,1,1,"full health and hunger, holding a wooden axe"
20260420_054237_frame_0003,10min,gameplay,location_detectable,1,1,grassy field
20260420_054237_frame_0003,10min,gameplay,action_described,1,1,selecting acacia planks to build
20260420_054237_frame_0003,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0003,10min,gameplay,player_status_described,1,1,"10 hearts, 10 hunger"
20260420_054237_frame_0004,10min,gameplay,location_detectable,1,1,savanna biome
20260420_054237_frame_0004,10min,gameplay,action_described,1,1,placing acacia planks to build a structure
20260420_054237_frame_0004,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0004,10min,gameplay,player_status_described,1,1,"10 hearts, 9.5 hunger, holding acacia planks"
20260420_054237_frame_0005,10min,gameplay,location_detectable,1,1,grassy field near water
20260420_054237_frame_0005,10min,gameplay,action_described,1,1,building a structure with jungle planks
20260420_054237_frame_0005,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0005,10min,gameplay,player_status_described,1,1,"full health, nearly full hunger, no armor"
20260420_054237_frame_0006,10min,gameplay,location_detectable,1,1,grassy field
20260420_054237_frame_0006,10min,gameplay,action_described,1,1,placing acacia planks to build a structure
20260420_054237_frame_0006,10min,gameplay,entities_identified,1,1,2 entity/entities detected
20260420_054237_frame_0006,10min,gameplay,player_status_described,1,1,full health and hunger
20260420_054237_frame_0007,10min,gameplay,location_detectable,1,1,dark grassy field
20260420_054237_frame_0007,10min,gameplay,action_described,1,1,building a structure with dark wood planks
20260420_054237_frame_0007,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0007,10min,gameplay,player_status_described,1,1,"full health and hunger, carrying wooden and stone tools"
20260420_054237_frame_0008,10min,gameplay,location_detectable,1,1,"savanna biome, building a wooden structure"
20260420_054237_frame_0008,10min,gameplay,action_described,1,1,constructing a building with acacia wood planks
20260420_054237_frame_0008,10min,gameplay,entities_identified,1,1,1 entity/entities detected
20260420_054237_frame_0008,10min,gameplay,player_status_described,1,1,full health and hunger
20260420_054237_frame_0009,10min,gameplay,location_detectable,1,1,partially built wooden house in a savanna
20260420_054237_frame_0009,10min,gameplay,action_described,1,1,building a wooden structure
20260420_054237_frame_0009,10min,gameplay,entities_identified,1,1,5 entity/entities detected
20260420_054237_frame_0009,10min,gameplay,player_status_described,1,1,"full health and hunger, no armor"
20260420_054237_frame_0010,10min,gameplay,location_detectable,1,1,savanna near a river
20260420_054237_frame_0010,10min,gameplay,action_described,1,1,standing next to a wooden wall or large tree
20260420_054237_frame_0010,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0010,10min,gameplay,player_status_described,1,1,full health and hunger
20260420_054237_frame_0011,10min,menu,location_detectable,0,1,dark cave or interior
20260420_054237_frame_0011,10min,menu,action_described,1,1,browsing the recipe book in the inventory
20260420_054237_frame_0011,10min,menu,entities_identified,0,1,1 entity/entities detected
20260420_054237_frame_0011,10min,menu,player_status_described,1,1,"full health, nearly full hunger, no armor"
20260420_054237_frame_0012,10min,menu,location_detectable,0,1,dark environment
20260420_054237_frame_0012,10min,menu,action_described,1,1,crafting acacia planks from logs
20260420_054237_frame_0012,10min,menu,entities_identified,0,1,1 entity/entities detected
20260420_054237_frame_0012,10min,menu,player_status_described,1,1,"full health, nearly full hunger, no armor"
20260420_054237_frame_0013,10min,gameplay,location_detectable,1,1,savanna biome near water
20260420_054237_frame_0013,10min,gameplay,action_described,1,1,placed or selected acacia planks
20260420_054237_frame_0013,10min,gameplay,entities_identified,1,1,3 entity/entities detected
20260420_054237_frame_0013,10min,gameplay,player_status_described,1,1,"10 hearts health, 9.5 hunger, no armor"
20260420_054237_frame_0014,10min,gameplay,location_detectable,1,1,inside a wooden structure
20260420_054237_frame_0014,10min,gameplay,action_described,1,1,building or standing in a wooden shelter
20260420_054237_frame_0014,10min,gameplay,entities_identified,1,0,0 entity/entities detected
20260420_054237_frame_0014,10min,gameplay,player_status_described,1,1,full health and hunger
20260420_054237_frame_0015,10min,gameplay,location_detectable,1,1,inside a wooden shelter
20260420_054237_frame_0015,10min,gameplay,action_described,1,1,holding a wooden pickaxe and looking out from a doorway
20260420_054237_frame_0015,10min,gameplay,entities_identified,1,1,4 entity/entities detected
20260420_054237_frame_0015,10min,gameplay,player_status_described,1,1,full health and hunger
20260420_054237_frame_0016,10min,gameplay,location_detectable,1,1,inside a dark wooden shelter
20260420_054237_frame_0016,10min,gameplay,action_described,1,1,standing inside a wooden structure looking at a wall
20260420_054237_frame_0016,10min,gameplay,entities_identified,1,1,10 entity/entities detected
20260420_054237_frame_0016,10min,gameplay,player_status_described,1,1,"10 hearts health, 8.5 hunger, holding a wooden pickaxe"
20260420_054237_frame_0017,10min,gameplay,location_detectable,1,1,inside a small wooden structure
20260420_054237_frame_0017,10min,gameplay,action_described,1,1,holding dark oak planks and looking up at the night sky
20260420_054237_frame_0017,10min,gameplay,entities_identified,1,1,1 entity/entities detected
20260420_054237_frame_0017,10min,gameplay,player_status_described,1,1,full health and hunger
20260420_054237_frame_0018,10min,menu,location_detectable,0,1,dark cave
20260420_054237_frame_0018,10min,menu,action_described,1,1,managing inventory and hovering over a crafting table
20260420_054237_frame_0018,10min,menu,entities_identified,0,1,1 entity/entities detected
20260420_054237_frame_0018,10min,menu,player_status_described,1,1,full health and hunger
20260420_054237_frame_0019,10min,menu,location_detectable,0,1,dark enclosed space
20260420_054237_frame_0019,10min,menu,action_described,1,1,selecting or holding a crafting table
20260420_054237_frame_0019,10min,menu,entities_identified,0,1,2 entity/entities detected
20260420_054237_frame_0019,10min,menu,player_status_described,1,1,"full health, near-full hunger"
20260420_054237_frame_0020,10min,menu,location_detectable,0,1,inside a crafting menu
20260420_054237_frame_0020,10min,menu,action_described,1,1,crafting acacia doors
20260420_054237_frame_0020,10min,menu,entities_identified,0,0,0 entity/entities detected
20260420_054237_frame_0020,10min,menu,player_status_described,1,1,full health and hunger
20260420_054237_frame_0021,10min,menu,location_detectable,0,1,inside a dark wooden structure
20260420_054237_frame_0021,10min,menu,action_described,1,1,looking at a crafting table while holding a wooden door
20260420_054237_frame_0021,10min,menu,entities_identified,0,1,2 entity/entities detected
20260420_054237_frame_0021,10min,menu,player_status_described,1,1,full health and hunger
